"total","Kingdom","Phylum","Class","Order","Family","Genus","Species","taxid","numseqs","pctseqs","patient_ID"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Hungatella","Hungatella hathewayi",742737,1345,0.000320184654894505,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Acutalibacter","Acutalibacter muris",1796620,1272,0.000302806602993167,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Enterocloster","",2719313,1244,0.000296141048839229,"covid_021"
4200701,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Adlercreutzia","",447020,1232,0.000293284382773256,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Odoribacteraceae|Butyricimonas","Butyricimonas faecalis",2093856,1210,0.000288047161652305,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Peptostreptococcaceae|Clostridioides","Clostridioides difficile",479831,1200,0.000285666606597327,"covid_021"
4200701,"Bacteria","Proteobacteria","Gammaproteobacteria","","","Bacteria|Proteobacteria|Gammaproteobacteria|||","",1236,1148,0.000273287720311443,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Butyrivibrio","Butyrivibrio hungatei",185008,1128,0.000268526610201488,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lacrimispora","Lacrimispora sphenoides",1297793,1118,0.00026614605514651,"covid_021"
4200701,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia","",561,1118,0.00026614605514651,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides sp. CACC 737",2755405,1114,0.000265193833124519,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Anaerostipes","Anaerostipes rhamnosivorans",1229621,1112,0.000264717722113523,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnoanaerobaculum","Lachnoanaerobaculum umeaense",617123,1075,0.000255909668410106,"covid_021"
4200701,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus suis",1307,1071,0.000254957446388115,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Butyrivibrio","Butyrivibrio proteoclasticus",515622,1071,0.000254957446388115,"covid_021"
4200701,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas","Pseudomonas aeruginosa",287,1033,0.000245911337179199,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Anaerostipes","Anaerostipes caccae",105841,1022,0.000243292726618724,"covid_021"
4200701,"Bacteria","Actinobacteria","Coriobacteriia","","","Bacteria|Actinobacteria|Coriobacteriia|||","",84998,1003,0.000238769672014266,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides zoogleoformans",28119,982,0.000233770506398813,"covid_021"
4200701,"Viruses","Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Viruses|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Brigitvirus","Faecalibacterium virus Brigit",2070181,966,0.000229961618310849,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Paraprevotella","Paraprevotella xylaniphila",762982,955,0.000227343007750373,"covid_021"
4200701,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium","",1678,930,0.000221391620112929,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Christensenellaceae|Christensenella","Christensenella sp. Marseille-P3954",2086585,929,0.000221153564607431,"covid_021"
4200701,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Gordonibacter","Gordonibacter urolithinfaciens",1335613,919,0.000218773009552453,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Anaerocolumna","Anaerocolumna sp. CTTW",2736602,901,0.000214488010453493,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnoclostridium","Lachnoclostridium phytofermentans",357809,840,0.000199966624618129,"covid_021"
4200701,"Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae","Viruses|Uroviricota|Caudoviricetes|Caudovirales|Siphoviridae|Oengusvirus","Faecalibacterium virus Oengus",2070188,817,0.00019449134799168,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides heparinolyticus",28113,791,0.000188301904848738,"covid_021"
4200701,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Eggerthella","",84111,782,0.000186159405299258,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Anaerocolumna","Anaerocolumna cellulosilytica",433286,779,0.000185445238782765,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Anaerocolumna","Anaerocolumna sedimenticola",2696063,773,0.000184016905749778,"covid_021"
4200701,"","","","","","|||||","",131567,762,0.000181398295189303,"covid_021"
4200701,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Gordonibacter","Gordonibacter pamelaeae",657308,759,0.00018068412867281,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridium","",1485,752,0.000179017740134325,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Ruminococcus","Ruminococcus albus",697329,716,0.000170447741936405,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Eubacterium","Eubacterium maltosivorans",2041044,711,0.000169257464408917,"covid_021"
4200701,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","","Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales||","",84999,705,0.00016782913137593,"covid_021"
4200701,"Bacteria","Firmicutes","Bacilli","Bacillales","","Bacteria|Firmicutes|Bacilli|Bacillales||","",1385,702,0.000167114964859437,"covid_021"
4200701,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Ligilactobacillus","Ligilactobacillus ruminis",1069534,668,0.000159021077672512,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Eubacterium","Eubacterium callanderi",53442,648,0.000154259967562557,"covid_021"
4200701,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas","",286,637,0.000151641357002081,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes","Alistipes sp. dk3624",2662363,633,0.00015068913498009,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculum","Muribaculum gordoncarteri",2530390,615,0.00014640413588113,"covid_021"
4200701,"Bacteria","Proteobacteria","Alphaproteobacteria","","","Bacteria|Proteobacteria|Alphaproteobacteria|||","",28211,603,0.000143547469815157,"covid_021"
4200701,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales||","",91347,581,0.000138310248694206,"covid_021"
4200701,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium","Bifidobacterium pseudocatenulatum",28026,571,0.000135929693639228,"covid_021"
4200701,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|","",1643826,556,0.000132358861056762,"covid_021"
4200701,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus","",44249,552,0.000131406639034771,"covid_021"
4200701,"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter","",194,551,0.000131168583529273,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Eubacterium","Eubacterium limosum",1736,530,0.00012616941791382,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Barnesiellaceae|Coprobacter","Coprobacter secundus",2751153,524,0.000124741084880833,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella","Prevotella intermedia",28131,524,0.000124741084880833,"covid_021"
4200701,"Bacteria","Firmicutes","Bacilli","","","Bacteria|Firmicutes|Bacilli|||","",91061,523,0.000124503029375335,"covid_021"
4200701,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium","Bifidobacterium adolescentis",1680,517,0.000123074696342349,"covid_021"
4200701,"Bacteria","Firmicutes","Bacilli","Lactobacillales","","Bacteria|Firmicutes|Bacilli|Lactobacillales||","",186826,502,0.000119503863759882,"covid_021"
4200701,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Treponemataceae|Treponema","Treponema sp. RCC2812",2787628,490,0.000116647197693909,"covid_021"
4200701,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Erysipelatoclostridium","Erysipelatoclostridium ramosum",1547,486,0.000115694975671918,"covid_021"
4200701,"Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Bacteria|Actinobacteria|Actinomycetia|Streptomycetales|Streptomycetaceae|Streptomyces","",1883,484,0.000115218864660922,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides fragilis",295405,470,0.000111886087583953,"covid_021"
4200701,"Bacteria","Actinobacteria","","","","Bacteria|Actinobacteria||||","",201174,469,0.000111648032078455,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Ethanoligenens","Ethanoligenens harbinense",253239,467,0.00011117192106746,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnoclostridium","",1506553,463,0.000110219699045469,"covid_021"
4200701,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium","Bifidobacterium longum",1679,457,0.000108791366012482,"covid_021"
4200701,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium","Bifidobacterium longum",1682,456,0.000108553310506984,"covid_021"
4200701,"Viruses","Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Viruses|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Toutatisvirus","Faecalibacterium virus Toutatis",2070187,453,0.000107839143990491,"covid_021"
4200701,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides fragilis",862962,445,0.000105934699946509,"covid_021"
4200701,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae|Parolsenella","Parolsenella massiliensis",1871022,436,0.000103792200397029,"covid_021"
4200701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Mageeibacillus","Mageeibacillus indolicus",699246,433,0.000103078033880536,"covid_021"
4200701,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae|Olsenella","Olsenella sp. GAM18",2109685,423,0.000100697478825558,"covid_021"
4656819,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||Phocaeicola","Phocaeicola vulgatus",821,734237,0.157669215831665,"covid_022"
4656819,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||Phocaeicola","Phocaeicola dorei",357276,259081,0.0556347584048253,"covid_022"
4656819,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||","",171549,236778,0.0508454376259846,"covid_022"
4656819,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||Phocaeicola","Phocaeicola vulgatus",435590,212070,0.0455396698905412,"covid_022"
4656819,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides thetaiotaomicron",818,210397,0.0451804117789418,"covid_022"
4656819,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes","Alistipes onderdonkii",2585117,204526,0.043919679936025,"covid_022"
4656819,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides cellulosilyticus",246787,202881,0.0435664345124859,"covid_022"
4656819,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes","Alistipes finegoldii",679935,165413,0.0355205989324472,"covid_022"
4656819,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Anaerobutyricum","Anaerobutyricum hallii",39488,145547,0.0312545967537068,"covid_022"
4656819,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||Phocaeicola","",909656,145016,0.0311405704194215,"covid_022"
4656819,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Blautia","Blautia sp. SC05B48",2479767,116462,0.0250089170311322,"covid_022"
4656819,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","",816,114128,0.0245077165335393,"covid_022"
4656819,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Faecalibacterium","Faecalibacterium prausnitzii",853,99982,0.0214700206299622,"covid_022"
4656819,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Odoribacteraceae|Odoribacter","Odoribacter splanchnicus",28118,90567,0.0194482542697064,"covid_022"
4656819,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides uniformis",820,87627,0.0188169220233812,"covid_022"
4656819,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Roseburia","Roseburia hominis",301301,64666,0.0138863030751249,"covid_022"
4656819,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Mediterraneibacter","[Ruminococcus] gnavus",411470,62191,0.0133548243983715,"covid_022"
4656819,"Bacteria","","","","","Bacteria|||||","",2,57525,0.0123528528809043,"covid_022"
4656819,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides fragilis",817,55446,0.0119064107924315,"covid_022"
4656819,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides ovatus",28116,53425,0.0114724235577977,"covid_022"
